,community_kw,pm25,temp,rhum,wspd,pres,prcp
2013-04-22 17:30:00,2200.2296556112497,10.2,12.5,62.5,22.3,1014.6,
2013-04-22 17:45:00,2550.2703059360733,10.95,12.25,64.75,23.200000000000003,1014.55,
2013-04-22 18:00:00,951.4596335849408,11.7,12.0,67.0,24.1,1014.5,
2013-04-22 18:15:00,1029.232917510265,11.683333333333334,12.0,68.25,23.65,1014.55,
2013-04-22 18:30:00,2830.1371748901643,11.666666666666666,12.0,69.5,23.200000000000003,1014.6,
2013-04-22 18:45:00,2229.1850645973936,11.65,12.0,70.75,22.75,1014.65,
2013-04-22 19:00:00,1850.5060392787248,11.633333333333333,12.0,72.0,22.3,1014.7,
2013-04-22 19:15:00,1679.1445720820702,11.616666666666667,11.75,73.0,22.3,1014.8,
2013-04-22 19:30:00,833.1527523950913,11.6,11.5,74.0,22.3,1014.9,
2013-04-22 19:45:00,770.0831438356164,11.583333333333332,11.25,75.0,22.3,1015.0,
2013-04-22 20:00:00,2444.230313763861,11.566666666666666,11.0,76.0,22.3,1015.1,
2013-04-22 20:15:00,718.8089246575341,11.55,11.0,76.0,21.325,1015.1,
2013-04-22 20:30:00,658.095813083223,11.533333333333331,11.0,76.0,20.35,1015.1,
2013-04-22 20:45:00,675.6999014633723,11.516666666666666,11.0,76.0,19.375,1015.1,
2013-04-22 21:00:00,1569.6486415460845,11.5,11.0,76.0,18.4,1015.1,
2013-04-22 21:15:00,997.1627980160604,11.95,11.0,77.5,17.95,1015.225,
2013-04-22 21:30:00,709.2759980430528,12.4,11.0,79.0,17.5,1015.35,
2013-04-22 21:45:00,706.2079058101087,12.85,11.0,80.5,17.05,1015.475,
2013-04-22 22:00:00,565.5793835616438,13.3,11.0,82.0,16.6,1015.6,
2013-04-22 22:15:00,616.3264678318375,12.15,11.0,82.0,17.05,1015.575,
2013-04-22 22:30:00,567.2056442627822,11.0,11.0,82.0,17.5,1015.55,
2013-04-22 22:45:00,623.7144933868683,9.85,11.0,82.0,17.95,1015.525,
2013-04-22 23:00:00,550.1208424657534,8.7,11.0,82.0,18.4,1015.5,
2013-04-22 23:15:00,507.70804389152926,8.975,11.0,82.0,17.95,1015.55,
2013-04-22 23:30:00,359.8118065186585,9.25,11.0,82.0,17.5,1015.6,
2013-04-22 23:45:00,426.761897260274,9.525,11.0,82.0,17.05,1015.65,
2013-04-23 00:00:00,408.7381647665964,9.8,11.0,82.0,16.6,1015.7,
2013-04-23 00:15:00,358.53617123287665,10.075,10.75,85.0,17.05,1015.725,
2013-04-23 00:30:00,423.8129589041096,10.35,10.5,88.0,17.5,1015.75,
2013-04-23 00:45:00,344.1537364766597,10.625,10.25,91.0,17.95,1015.775,
2013-04-23 01:00:00,416.3447602739726,10.9,10.0,94.0,18.4,1015.8,
2013-04-23 01:15:00,403.1834442135097,10.875,10.25,92.5,17.5,1015.725,
2013-04-23 01:30:00,419.8559383561643,10.85,10.5,91.0,16.6,1015.65,
2013-04-23 01:45:00,373.5132022233458,10.825,10.75,89.5,15.7,1015.575,
2013-04-23 02:00:00,413.9351298574224,10.8,11.0,88.0,14.8,1015.5,
2013-04-23 02:15:00,339.4693767123288,9.575,11.0,88.0,14.8,1015.65,
2013-04-23 02:30:00,430.27373922827513,8.350000000000001,11.0,88.0,14.8,1015.8,
2013-04-23 02:45:00,372.74034927168793,7.125,11.0,88.0,14.8,1015.95,
2013-04-23 03:00:00,381.3700086915446,5.9,11.0,88.0,14.8,1016.1,
2013-04-23 03:15:00,386.83655743913056,6.1000000000000005,11.0,86.5,14.8,1016.2,
2013-04-23 03:30:00,419.3574995673938,6.300000000000001,11.0,85.0,14.8,1016.3,
2013-04-23 03:45:00,555.6072239017478,6.5,11.0,83.5,14.8,1016.4,
2013-04-23 04:00:00,486.039651669425,6.7,11.0,82.0,14.8,1016.5,
2013-04-23 04:15:00,424.9099431296373,6.925,10.75,83.25,15.25,1016.7,
2013-04-23 04:30:00,365.1060257322333,7.15,10.5,84.5,15.7,1016.9,
2013-04-23 04:45:00,391.5036617029618,7.375,10.25,85.75,16.150000000000002,1017.1,
2013-04-23 05:00:00,335.9242808219178,7.6,10.0,87.0,16.6,1017.3,
2013-04-23 05:15:00,595.4713526624442,8.1,10.25,85.75,16.150000000000002,1017.475,
2013-04-23 05:30:00,1247.270500166133,8.6,10.5,84.5,15.7,1017.65,
2013-04-23 05:45:00,713.1367293323847,9.1,10.75,83.25,15.25,1017.825,
2013-04-23 06:00:00,1674.7671455860389,9.6,11.0,82.0,14.8,1018.0,
2013-04-23 06:15:00,1833.1311802213568,10.45,11.0,82.0,14.35,1018.175,
2013-04-23 06:30:00,1014.0500954180444,11.3,11.0,82.0,13.9,1018.35,
2013-04-23 06:45:00,860.8259174496061,12.15,11.0,82.0,13.45,1018.525,
2013-04-23 07:00:00,760.9119182333491,13.0,11.0,82.0,13.0,1018.7,
2013-04-23 07:15:00,2735.230177162199,13.175,11.25,79.5,13.9,1018.875,
2013-04-23 07:30:00,3311.9614883516474,13.35,11.5,77.0,14.8,1019.05,
2013-04-23 07:45:00,788.1758644307984,13.525,11.75,74.5,15.7,1019.225,
2013-04-23 08:00:00,701.4768082191781,13.7,12.0,72.0,16.6,1019.4,
2013-04-23 08:15:00,955.9028650754556,12.9,12.25,69.5,16.150000000000002,1019.575,
2013-04-23 08:30:00,973.214508177648,12.1,12.5,67.0,15.7,1019.75,
2013-04-23 08:45:00,744.3220701152638,11.3,12.75,64.5,15.25,1019.925,
2013-04-23 09:00:00,628.1207662100455,10.5,13.0,62.0,14.8,1020.1,
2013-04-23 09:15:00,677.4176928200284,10.65,13.5,61.25,15.25,1020.15,
2013-04-23 09:30:00,609.85835571194,10.8,14.0,60.5,15.7,1020.2,
2013-04-23 09:45:00,1311.0027884633305,10.95,14.5,59.75,16.150000000000002,1020.25,
2013-04-23 10:00:00,583.0787903823598,11.1,15.0,59.0,16.6,1020.3,
2013-04-23 10:15:00,2893.9437345181536,11.575,15.25,58.0,16.6,1020.4,
2013-04-23 10:30:00,628.4215835844587,12.05,15.5,57.0,16.6,1020.5,
2013-04-23 10:45:00,786.3065890791586,12.525,15.75,56.0,16.6,1020.6,
2013-04-23 11:00:00,1101.2344143522837,13.0,16.0,55.0,16.6,1020.7,
2013-04-23 11:15:00,2266.235139452055,12.425,16.0,55.0,17.05,1020.725,
2013-04-23 11:30:00,1577.414087733191,11.85,16.0,55.0,17.5,1020.75,
2013-04-23 11:45:00,2719.595953838545,11.275,16.0,55.0,17.95,1020.775,
2013-04-23 12:00:00,647.7648218728209,10.7,16.0,55.0,18.4,1020.8,
2013-04-23 12:15:00,536.2956287121744,11.525,16.5,53.5,18.4,1020.8,
2013-04-23 12:30:00,644.8687534246576,12.35,17.0,52.0,18.4,1020.8,
2013-04-23 12:45:00,503.8446984903551,13.175,17.5,50.5,18.4,1020.8,
2013-04-23 13:00:00,584.0511758620689,14.0,18.0,49.0,18.4,1020.8,
2013-04-23 13:15:00,553.6541849315068,13.35,18.0,49.0,18.4,1020.725,
2013-04-23 13:30:00,557.5211615879228,12.7,18.0,49.0,18.4,1020.65,
2013-04-23 13:45:00,705.7561999347683,12.05,18.0,49.0,18.4,1020.575,
2013-04-23 14:00:00,565.131079971658,11.4,18.0,49.0,18.4,1020.5,
2013-04-23 14:15:00,675.1827049669182,11.4,18.25,48.25,18.4,1020.5,
2013-04-23 14:30:00,748.326598205007,11.4,18.5,47.5,18.4,1020.5,
2013-04-23 14:45:00,1772.0140897772153,11.4,18.75,46.75,18.4,1020.5,
2013-04-23 15:00:00,647.8177945205479,11.4,19.0,46.0,18.4,1020.5,
2013-04-23 15:15:00,558.2160414165667,11.2,19.25,44.5,17.049999999999997,1020.475,
2013-04-23 15:30:00,581.4021643835617,11.0,19.5,43.0,15.7,1020.45,
2013-04-23 15:45:00,537.2756604230733,10.8,19.75,41.5,14.35,1020.425,
2013-04-23 16:00:00,582.7253356164384,10.6,20.0,40.0,13.0,1020.4,
2013-04-23 16:15:00,567.3692345075016,11.875,20.0,40.75,13.45,1020.375,
2013-04-23 16:30:00,756.0457465753425,13.15,20.0,41.5,13.9,1020.35,
2013-04-23 16:45:00,1129.3966358259645,14.425,20.0,42.25,14.35,1020.325,
2013-04-23 17:00:00,762.6770197092536,15.7,20.0,43.0,14.8,1020.3,
2013-04-23 17:15:00,739.6367260739912,16.0,20.0,43.75,14.35,1020.4,
2013-04-23 17:30:00,544.3611201192806,16.299999999999997,20.0,44.5,13.9,1020.5,
2013-04-23 17:45:00,637.2958735905322,16.599999999999998,20.0,45.25,13.45,1020.6,
2013-04-23 18:00:00,533.950308219178,16.9,20.0,46.0,13.0,1020.7,
2013-04-23 18:15:00,606.1724601155531,15.65,19.5,48.5,12.1,1020.825,
2013-04-23 18:30:00,578.9197562202963,14.4,19.0,51.0,11.2,1020.95,
2013-04-23 18:45:00,586.0740779186309,13.15,18.5,53.5,10.3,1021.075,
2013-04-23 19:00:00,707.2346887522133,11.9,18.0,56.0,9.4,1021.2,
2013-04-23 19:15:00,1828.024463963964,12.625,17.75,56.75,10.3,1021.425,
2013-04-23 19:30:00,2748.796779526101,13.35,17.5,57.5,11.2,1021.65,
2013-04-23 19:45:00,1017.4817711459071,14.075,17.25,58.25,12.1,1021.875,
2013-04-23 20:00:00,1156.8092478700685,14.8,17.0,59.0,13.0,1022.1,
2013-04-23 20:15:00,1112.3762243613476,14.225,16.75,60.0,12.55,1022.25,
2013-04-23 20:30:00,887.5205568726824,13.65,16.5,61.0,12.1,1022.4,
2013-04-23 20:45:00,2090.649418931143,13.075,16.25,62.0,11.65,1022.55,
2013-04-23 21:00:00,3709.756642827748,12.5,16.0,63.0,11.2,1022.7,
2013-04-23 21:15:00,1370.8484451129211,13.15,15.75,64.0,10.3,1022.775,
2013-04-23 21:30:00,1212.7704839250769,13.8,15.5,65.0,9.4,1022.85,
2013-04-23 21:45:00,1060.1677626968594,14.45,15.25,66.0,8.5,1022.925,
2013-04-23 22:00:00,2291.278488677663,15.1,15.0,67.0,7.6,1023.0,
2013-04-23 22:15:00,844.732219733432,14.925,14.75,68.25,8.5,1023.15,
2013-04-23 22:30:00,726.3170068493152,14.75,14.5,69.5,9.4,1023.3,
2013-04-23 22:45:00,659.7967554747927,14.575,14.25,70.75,10.3,1023.45,
2013-04-23 23:00:00,1235.762131270666,14.4,14.0,72.0,11.2,1023.6,
2013-04-23 23:15:00,413.73800298201473,14.075,14.0,72.0,10.3,1023.55,
2013-04-23 23:30:00,460.4011915946603,13.75,14.0,72.0,9.4,1023.5,
2013-04-23 23:45:00,383.19605040665294,13.425,14.0,72.0,8.5,1023.45,
2013-04-24 00:00:00,401.795899543379,13.1,14.0,72.0,7.6,1023.4,
2013-04-24 00:15:00,431.6306057256508,12.775,13.75,72.0,7.6,1023.325,
2013-04-24 00:30:00,398.9857534246575,12.45,13.5,72.0,7.6,1023.25,
2013-04-24 00:45:00,445.84786986301367,12.125,13.25,72.0,7.6,1023.175,
2013-04-24 01:00:00,366.75502176329866,11.8,13.0,72.0,7.6,1023.1,
2013-04-24 01:15:00,425.50176954488927,11.275,12.75,73.0,8.5,1023.025,
2013-04-24 01:30:00,390.92244520547945,10.75,12.5,74.0,9.4,1022.95,
2013-04-24 01:45:00,471.0742220098149,10.225,12.25,75.0,10.3,1022.875,
2013-04-24 02:00:00,396.1661399217221,9.7,12.0,76.0,11.2,1022.8,
2013-04-24 02:15:00,417.4498209393347,10.55,12.0,76.0,11.2,1022.8,
2013-04-24 02:30:00,370.50254524275465,11.4,12.0,76.0,11.2,1022.8,
2013-04-24 02:45:00,427.4644383561644,12.25,12.0,76.0,11.2,1022.8,
2013-04-24 03:00:00,385.8535852031176,13.1,12.0,76.0,11.2,1022.8,
2013-04-24 03:15:00,422.3763674528341,13.275,11.75,77.5,11.65,1022.825,
2013-04-24 03:30:00,484.68787372133545,13.45,11.5,79.0,12.1,1022.85,
2013-04-24 03:45:00,535.799578395742,13.625,11.25,80.5,12.55,1022.875,
2013-04-24 04:00:00,606.7500489222226,13.8,11.0,82.0,13.0,1022.9,
2013-04-24 04:15:00,384.6390218758623,13.85,11.0,82.0,11.1,1022.9,
2013-04-24 04:30:00,457.8848202054794,13.9,11.0,82.0,9.2,1022.9,
2013-04-24 04:45:00,416.0501669928245,13.95,11.0,82.0,7.300000000000001,1022.9,
2013-04-24 05:00:00,396.43383923418446,14.0,11.0,82.0,5.4,1022.9,
2013-04-24 05:15:00,405.6015416550181,15.525,11.0,82.0,6.85,1022.925,
2013-04-24 05:30:00,1048.8852283105025,17.05,11.0,82.0,8.3,1022.95,
2013-04-24 05:45:00,565.3488903885443,18.575000000000003,11.0,82.0,9.75,1022.975,
2013-04-24 06:00:00,542.2907351423223,20.1,11.0,82.0,11.2,1023.0,
2013-04-24 06:15:00,628.2056780821918,20.375,11.25,80.5,11.2,1023.125,
2013-04-24 06:30:00,2191.943254835009,20.65,11.5,79.0,11.2,1023.25,
2013-04-24 06:45:00,945.6668565837294,20.925,11.75,77.5,11.2,1023.375,
2013-04-24 07:00:00,3337.2457038134025,21.2,12.0,76.0,11.2,1023.5,
2013-04-24 07:15:00,2412.19831048494,19.95,12.5,75.0,12.55,1023.475,
2013-04-24 07:30:00,1537.1610549808968,18.7,13.0,74.0,13.9,1023.45,
2013-04-24 07:45:00,962.5211908360887,17.45,13.5,73.0,15.25,1023.425,
2013-04-24 08:00:00,1463.9217697728309,16.2,14.0,72.0,16.6,1023.4,
2013-04-24 08:15:00,1077.400030122221,14.825,14.0,72.0,17.575000000000003,1023.475,
2013-04-24 08:30:00,1112.922838160076,13.45,14.0,72.0,18.55,1023.55,
2013-04-24 08:45:00,1015.8876301369864,12.075,14.0,72.0,19.525,1023.625,
2013-04-24 09:00:00,1324.0210644516292,10.7,14.0,72.0,20.5,1023.7,
2013-04-24 09:15:00,602.4592281273772,11.425,14.5,71.0,19.975,1023.775,
2013-04-24 09:30:00,1032.8915933389887,12.15,15.0,70.0,19.45,1023.85,
2013-04-24 09:45:00,1319.7914079829948,12.875,15.5,69.0,18.925,1023.925,
2013-04-24 10:00:00,449.1653082191781,13.6,16.0,68.0,18.4,1024.0,
2013-04-24 10:15:00,445.04612067840833,13.1,16.25,66.75,18.4,1024.025,
2013-04-24 10:30:00,366.2286331655951,12.6,16.5,65.5,18.4,1024.05,
2013-04-24 10:45:00,482.1684289441804,12.1,16.75,64.25,18.4,1024.0749999999998,
2013-04-24 11:00:00,357.979332075296,11.6,17.0,63.0,18.4,1024.1,
2013-04-24 11:15:00,441.7951438356165,11.6625,17.25,62.25,19.825,1024.025,
2013-04-24 11:30:00,519.9813239679434,11.725,17.5,61.5,21.25,1023.95,
2013-04-24 11:45:00,414.26136301369866,11.7875,17.75,60.75,22.675,1023.875,
2013-04-24 12:00:00,438.2787210884354,11.85,18.0,60.0,24.1,1023.8,
2013-04-24 12:15:00,378.4791301369863,11.9125,17.75,60.75,23.65,1023.775,
2013-04-24 12:30:00,437.693172863666,11.975,17.5,61.5,23.200000000000003,1023.75,
2013-04-24 12:45:00,395.1534290373684,12.0375,17.25,62.25,22.75,1023.725,
2013-04-24 13:00:00,821.9589492125617,12.1,17.0,63.0,22.3,1023.7,
2013-04-24 13:15:00,1410.9457046464277,11.425,17.5,61.25,21.325,1023.625,
2013-04-24 13:30:00,871.0693333333331,10.75,18.0,59.5,20.35,1023.55,
2013-04-24 13:45:00,663.1175243220575,10.075,18.5,57.75,19.375,1023.475,
2013-04-24 14:00:00,647.6465278921205,9.4,19.0,56.0,18.4,1023.4,
2013-04-24 14:15:00,653.7353898984252,9.525,19.0,57.0,18.4,1023.4,
2013-04-24 14:30:00,1726.5677392581986,9.65,19.0,58.0,18.4,1023.4,
2013-04-24 14:45:00,645.2025277234181,9.775,19.0,59.0,18.4,1023.4,
2013-04-24 15:00:00,664.5118465751957,9.9,19.0,60.0,18.4,1023.4,
2013-04-24 15:15:00,1504.981452008201,9.375,18.75,61.0,17.95,1023.375,
2013-04-24 15:30:00,939.5499974855318,8.85,18.5,62.0,17.5,1023.35,
2013-04-24 15:45:00,750.6779064392881,8.325,18.25,63.0,17.05,1023.325,
2013-04-24 16:00:00,1027.9711717287878,7.8,18.0,64.0,16.6,1023.3,
2013-04-24 16:15:00,508.0567961979312,8.175,18.0,64.0,15.7,1023.3,
2013-04-24 16:30:00,827.8133265306122,8.55,18.0,64.0,14.8,1023.3,
2013-04-24 16:45:00,751.3902786031256,8.925,18.0,64.0,13.9,1023.3,
2013-04-24 17:00:00,797.130231292517,9.3,18.0,64.0,13.0,1023.3,
2013-04-24 17:15:00,2411.4352718572363,8.55,18.25,63.0,13.45,1023.375,
2013-04-24 17:30:00,1238.497181834896,7.800000000000001,18.5,62.0,13.9,1023.45,
2013-04-24 17:45:00,3690.910800258351,7.05,18.75,61.0,14.35,1023.525,
2013-04-24 18:00:00,1449.025897729362,6.3,19.0,60.0,14.8,1023.6,
2013-04-24 18:15:00,2317.656911701756,6.85,18.5,62.0,13.9,1023.75,
2013-04-24 18:30:00,1286.6785816364309,7.4,18.0,64.0,13.0,1023.9,
2013-04-24 18:45:00,872.9849410271149,7.95,17.5,66.0,12.1,1024.05,
2013-04-24 19:00:00,787.2543449352343,8.5,17.0,68.0,11.2,1024.2,
2013-04-24 19:15:00,923.8204730262628,9.85,16.75,69.0,10.75,1024.3,
2013-04-24 19:30:00,1127.5384884890373,11.2,16.5,70.0,10.3,1024.4,
2013-04-24 19:45:00,1163.2709062995064,12.55,16.25,71.0,9.85,1024.5,
2013-04-24 20:00:00,1275.5447894883982,13.9,16.0,72.0,9.4,1024.6,
2013-04-24 20:15:00,1167.70980449303,14.625,15.75,73.25,9.85,1024.6999999999998,
2013-04-24 20:30:00,1210.928707482993,15.35,15.5,74.5,10.3,1024.8,
2013-04-24 20:45:00,1243.0009050634835,16.075,15.25,75.75,10.75,1024.9,
2013-04-24 21:00:00,1214.6785165991892,16.8,15.0,77.0,11.2,1025.0,
2013-04-24 21:15:00,1076.8049290994936,17.225,15.0,77.0,10.75,1024.975,
2013-04-24 21:30:00,1059.9555335197092,17.65,15.0,77.0,10.3,1024.95,
2013-04-24 21:45:00,1429.5228399001458,18.075,15.0,77.0,9.85,1024.9250000000002,
2013-04-24 22:00:00,876.4153276508937,18.5,15.0,77.0,9.4,1024.9,
2013-04-24 22:15:00,842.9045796091889,18.3,14.75,79.75,8.95,1024.8000000000002,
2013-04-24 22:30:00,460.3733697698257,18.1,14.5,82.5,8.5,1024.7,
2013-04-24 22:45:00,521.6948065417948,17.9,14.25,85.25,8.05,1024.6,
2013-04-24 23:00:00,446.0464471158326,17.7,14.0,88.0,7.6,1024.5,
2013-04-24 23:15:00,455.5934779610474,17.9875,14.0,88.0,7.6,1024.525,
2013-04-24 23:30:00,439.4792854813158,18.275,14.0,88.0,7.6,1024.55,
2013-04-24 23:45:00,423.14830612244896,18.5625,14.0,88.0,7.6,1024.5749999999998,
2013-04-25 00:00:00,383.6207671232877,18.85,14.0,88.0,7.6,1024.6,
2013-04-25 00:15:00,443.81075379740935,19.1375,13.75,89.5,8.5,1024.6,
2013-04-25 00:30:00,379.0026938775511,19.425,13.5,91.0,9.4,1024.6,
2013-04-25 00:45:00,443.804602739726,19.7125,13.25,92.5,10.3,1024.6,
2013-04-25 01:00:00,469.6340923026744,20.0,13.0,94.0,11.2,1024.6,
2013-04-25 01:15:00,388.0041020408163,19.925,13.0,92.5,10.3,1024.475,
2013-04-25 01:30:00,438.209698630137,19.85,13.0,91.0,9.4,1024.35,
2013-04-25 01:45:00,381.47051928990777,19.775,13.0,89.5,8.5,1024.225,
2013-04-25 02:00:00,425.59231292517006,19.7,13.0,88.0,7.6,1024.1,
2013-04-25 02:15:00,425.3955068493151,21.175,12.75,89.5,6.6,1023.975,
2013-04-25 02:30:00,437.00820547945216,22.65,12.5,91.0,5.6,1023.85,
2013-04-25 02:45:00,363.6396734693877,24.125,12.25,92.5,4.6,1023.725,
2013-04-25 03:00:00,461.59436301369857,25.6,12.0,94.0,3.6,1023.6,
2013-04-25 03:15:00,366.4700812599013,25.075000000000003,12.0,94.0,2.7,1023.475,
2013-04-25 03:30:00,534.3246437424284,24.55,12.0,94.0,1.8,1023.35,
2013-04-25 03:45:00,587.4112632093934,24.025,12.0,94.0,0.8999999999999999,1023.225,
2013-04-25 04:00:00,578.2629949678501,23.5,12.0,94.0,0.0,1023.1,
2013-04-25 04:15:00,409.9923625011649,23.95,12.0,94.0,0.0,1023.075,
2013-04-25 04:30:00,440.2178991240332,24.4,12.0,94.0,0.0,1023.05,
2013-04-25 04:45:00,359.6520616438356,24.85,12.0,94.0,0.0,1023.025,
2013-04-25 05:00:00,500.50408843537423,25.3,12.0,94.0,0.0,1023.0,
2013-04-25 05:15:00,379.3232611592582,25.35,12.0,94.0,1.9,1022.975,
2013-04-25 05:30:00,429.3513011834871,25.4,12.0,94.0,3.8,1022.95,
2013-04-25 05:45:00,461.76554836455136,25.45,12.0,94.0,5.699999999999999,1022.925,
2013-04-25 06:00:00,397.0194186469108,25.5,12.0,94.0,7.6,1022.9,
2013-04-25 06:15:00,439.63504459043895,25.7,12.25,92.5,8.5,1022.875,
2013-04-25 06:30:00,979.1159995517338,25.9,12.5,91.0,9.4,1022.85,
2013-04-25 06:45:00,778.6186666666667,26.1,12.75,89.5,10.3,1022.825,
2013-04-25 07:00:00,1881.842632233716,26.3,13.0,88.0,11.2,1022.8,
2013-04-25 07:15:00,1196.2438825833983,25.6,13.0,86.5,12.1,1022.775,
2013-04-25 07:30:00,1963.487038041466,24.9,13.0,85.0,13.0,1022.75,
2013-04-25 07:45:00,2392.6994224294385,24.2,13.0,83.5,13.9,1022.725,
2013-04-25 08:00:00,799.9620868977728,23.5,13.0,82.0,14.8,1022.7,
2013-04-25 08:15:00,737.2196908974643,22.575,13.5,78.25,15.25,1022.65,
2013-04-25 08:30:00,1552.537724194165,21.65,14.0,74.5,15.7,1022.6,
2013-04-25 08:45:00,641.1143731245924,20.725,14.5,70.75,16.150000000000002,1022.55,
2013-04-25 09:00:00,648.8464090174883,19.8,15.0,67.0,16.6,1022.5,
2013-04-25 09:15:00,632.8949183673469,19.175,15.5,66.0,16.150000000000002,1022.425,
2013-04-25 09:30:00,618.0956164383562,18.55,16.0,65.0,15.7,1022.35,
2013-04-25 09:45:00,691.6031767309664,17.925,16.5,64.0,15.25,1022.275,
2013-04-25 10:00:00,664.6282674960394,17.3,17.0,63.0,14.8,1022.2,
2013-04-25 10:15:00,626.0690251141552,17.175,17.5,62.25,15.7,1021.925,
2013-04-25 10:30:00,850.7202825472339,17.05,18.0,61.5,16.6,1021.65,
2013-04-25 10:45:00,1171.803611328631,16.925,18.5,60.75,17.5,1021.375,
2013-04-25 11:00:00,772.8170054980897,16.8,19.0,60.0,18.4,1021.1,
2013-04-25 11:15:00,925.8674695063112,18.425,19.25,59.0,18.4,1020.825,
2013-04-25 11:30:00,863.8391076235627,20.05,19.5,58.0,18.4,1020.55,
2013-04-25 11:45:00,1525.977314138555,21.675,19.75,57.0,18.4,1020.275,
2013-04-25 12:00:00,545.0337953126456,23.3,20.0,56.0,18.4,1020.0,
2013-04-25 12:15:00,565.1158751902587,23.475,20.25,55.25,20.275,1019.825,
2013-04-25 12:30:00,1677.3155694710772,23.65,20.5,54.5,22.15,1019.65,
2013-04-25 12:45:00,590.8570408163265,23.825,20.75,53.75,24.025,1019.475,
2013-04-25 13:00:00,569.2683708880813,24.0,21.0,53.0,25.9,1019.3,
2013-04-25 13:15:00,1893.6484696408736,22.825,21.0,52.0,25.0,1019.2,
2013-04-25 13:30:00,587.3691156462586,21.65,21.0,51.0,24.1,1019.1,
2013-04-25 13:45:00,723.9538269033641,20.475,21.0,50.0,23.2,1019.0,
2013-04-25 14:00:00,649.8241855372286,19.3,21.0,49.0,22.3,1018.9,
2013-04-25 14:15:00,1437.7155357841766,17.25,21.25,47.0,22.3,1018.7,
2013-04-25 14:30:00,674.1341171372659,15.2,21.5,45.0,22.3,1018.5,
2013-04-25 14:45:00,594.994189218153,13.15,21.75,43.0,22.3,1018.3,
2013-04-25 15:00:00,619.0235250675613,11.1,22.0,41.0,22.3,1018.1,
2013-04-25 15:15:00,635.145306122449,12.45,22.0,40.25,23.2,1017.9,
2013-04-25 15:30:00,642.5845355046129,13.8,22.0,39.5,24.1,1017.7,
2013-04-25 15:45:00,633.410955549343,15.15,22.0,38.75,25.0,1017.5,
2013-04-25 16:00:00,2040.4929775114788,16.5,22.0,38.0,25.9,1017.3,
2013-04-25 16:15:00,696.0959746062808,16.3,21.75,38.5,25.9,1017.225,
2013-04-25 16:30:00,1003.8041159316468,16.1,21.5,39.0,25.9,1017.15,
2013-04-25 16:45:00,821.6358979591837,15.9,21.25,39.5,25.9,1017.075,
2013-04-25 17:00:00,976.3817926101948,15.7,21.0,40.0,25.9,1017.0,
2013-04-25 17:15:00,2955.171988046497,16.125,21.0,40.75,25.0,1017.1,
2013-04-25 17:30:00,4293.109884865828,16.549999999999997,21.0,41.5,24.1,1017.2,
2013-04-25 17:45:00,729.608824620259,16.974999999999998,21.0,42.25,23.2,1017.3,
2013-04-25 18:00:00,863.4241160139732,17.4,21.0,43.0,22.3,1017.4,
2013-04-25 18:15:00,991.159124586006,17.375,20.0,48.0,22.75,1017.5,
2013-04-25 18:30:00,907.8721088435374,17.35,19.0,53.0,23.200000000000003,1017.6,
2013-04-25 18:45:00,1204.8956905693783,17.325,18.0,58.0,23.65,1017.7,
2013-04-25 19:00:00,897.2097886031124,17.3,17.0,63.0,24.1,1017.8,
2013-04-25 19:15:00,1314.9125646258503,17.55,16.5,63.0,22.675,1017.8,
2013-04-25 19:30:00,4471.086423571496,17.8,16.0,63.0,21.25,1017.8,
2013-04-25 19:45:00,3469.6133749431465,18.05,15.5,63.0,19.825,1017.8,
2013-04-25 20:00:00,1702.3886922933557,18.3,15.0,63.0,18.4,1017.8,
2013-04-25 20:15:00,2734.982070221411,17.25,14.75,64.0,17.049999999999997,1017.9,
2013-04-25 20:30:00,1345.4578327742056,16.2,14.5,65.0,15.7,1018.0,
2013-04-25 20:45:00,1422.486622590703,15.15,14.25,66.0,14.35,1018.1,
2013-04-25 21:00:00,1234.9994291305566,14.1,14.0,67.0,13.0,1018.2,
2013-04-25 21:15:00,1129.5132880150209,14.175,14.0,67.0,13.0,1018.15,
2013-04-25 21:30:00,1307.714006274446,14.25,14.0,67.0,13.0,1018.1,
2013-04-25 21:45:00,835.3640612244898,14.325,14.0,67.0,13.0,1018.05,
2013-04-25 22:00:00,762.9645335061089,14.4,14.0,67.0,13.0,1018.0,
2013-04-25 22:15:00,923.1185510204084,14.675,14.0,67.0,12.1,1017.9,
2013-04-25 22:30:00,616.0013538346846,14.95,14.0,67.0,11.2,1017.8,
2013-04-25 22:45:00,654.0742108843538,15.225,14.0,67.0,10.3,1017.7,
2013-04-25 23:00:00,586.2914690615972,15.5,14.0,67.0,9.4,1017.6,
2013-04-25 23:15:00,520.6692054930181,14.7125,13.75,68.25,9.85,1017.525,
2013-04-25 23:30:00,455.6286710792425,13.925,13.5,69.5,10.3,1017.45,
2013-04-25 23:45:00,492.16114961327,13.1375,13.25,70.75,10.75,1017.375,
2013-04-26 00:00:00,356.7758843537415,12.35,13.0,72.0,11.2,1017.3,
2013-04-26 00:15:00,464.9446476097288,11.5625,13.0,72.0,11.65,1017.275,
2013-04-26 00:30:00,358.76587074829933,10.775,13.0,72.0,12.1,1017.25,
2013-04-26 00:45:00,454.549034945485,9.9875,13.0,72.0,12.55,1017.225,
2013-04-26 01:00:00,411.97533333333337,9.2,13.0,72.0,13.0,1017.2,
2013-04-26 01:15:00,413.01982472289177,9.425,12.5,73.0,14.875,1017.25,
