,community_kw,pm25,temp,rhum,wspd,pres,prcp
2013-03-09 14:30:00,2091.6365217569787,29.8,6.0,90.0,11.2,1002.9,
2013-03-09 14:45:00,1874.899871996997,28.3,6.0,88.5,11.2,1003.0,
2013-03-09 15:00:00,2040.1221049871888,26.8,6.0,87.0,11.2,1003.1,
2013-03-09 15:15:00,2968.218262270565,25.975,6.0,87.0,11.2,1003.15,
2013-03-09 15:30:00,2166.366686983436,25.15,6.0,87.0,11.2,1003.2,
2013-03-09 15:45:00,2436.1603905088923,24.325,6.0,87.0,11.2,1003.25,
2013-03-09 16:00:00,1748.9057685961968,23.5,6.0,87.0,11.2,1003.3,
2013-03-09 16:15:00,1963.6082161833788,22.975,6.0,87.0,11.65,1003.325,
2013-03-09 16:30:00,1221.174191661239,22.45,6.0,87.0,12.1,1003.35,
2013-03-09 16:45:00,1201.7622007085497,21.925,6.0,87.0,12.55,1003.375,
2013-03-09 17:00:00,1189.8906410338911,21.4,6.0,87.0,13.0,1003.4,
2013-03-09 17:15:00,968.29583467042,20.225,6.0,87.0,12.1,1003.475,
2013-03-09 17:30:00,1569.9146038683018,19.05,6.0,87.0,11.2,1003.55,
2013-03-09 17:45:00,1435.3283270472227,17.875,6.0,87.0,10.3,1003.625,
2013-03-09 18:00:00,2010.485069176245,16.7,6.0,87.0,9.4,1003.7,
2013-03-09 18:15:00,1433.9366895437415,16.925,5.75,87.0,9.85,1003.875,
2013-03-09 18:30:00,1667.3374100094911,17.15,5.5,87.0,10.3,1004.05,
2013-03-09 18:45:00,1614.2173600585809,17.375,5.25,87.0,10.75,1004.225,
2013-03-09 19:00:00,1682.7167250489238,17.6,5.0,87.0,11.2,1004.4,
2013-03-09 19:15:00,1470.6330268824772,19.325000000000003,5.0,87.0,10.75,1004.45,
2013-03-09 19:30:00,1430.373661139456,21.05,5.0,87.0,10.3,1004.5,
2013-03-09 19:45:00,1197.9758804398473,22.775,5.0,87.0,9.85,1004.55,
2013-03-09 20:00:00,2608.798403602722,24.5,5.0,87.0,9.4,1004.6,
2013-03-09 20:15:00,3997.937478918919,23.0,4.75,87.0,9.4,1004.65,
2013-03-09 20:30:00,1887.4728624015152,21.5,4.5,87.0,9.4,1004.7,
2013-03-09 20:45:00,3811.845731081912,20.0,4.25,87.0,9.4,1004.75,
2013-03-09 21:00:00,2701.704415299228,18.5,4.0,87.0,9.4,1004.8,
2013-03-09 21:15:00,5256.568650762245,17.675,4.0,87.0,9.85,1004.85,
2013-03-09 21:30:00,2170.276270605419,16.85,4.0,87.0,10.3,1004.9,
2013-03-09 21:45:00,1662.5912297609057,16.025,4.0,87.0,10.75,1004.95,
2013-03-09 22:00:00,1545.8225292878649,15.2,4.0,87.0,11.2,1005.0,
2013-03-09 22:15:00,1925.97852288822,14.325,3.75,87.0,10.75,1005.075,
2013-03-09 22:30:00,1446.8842843203493,13.45,3.5,87.0,10.3,1005.15,
2013-03-09 22:45:00,1379.045260249412,12.575,3.25,87.0,9.85,1005.225,
2013-03-09 23:00:00,1595.8554718226835,11.7,3.0,87.0,9.4,1005.3,
2013-03-09 23:15:00,1401.4688093820862,11.6625,3.0,87.0,9.4,1005.3,
2013-03-09 23:30:00,1219.062178325123,11.625,3.0,87.0,9.4,1005.3,
2013-03-09 23:45:00,1221.3424074595357,11.5875,3.0,87.0,9.4,1005.3,
2013-03-10 00:00:00,1067.0227202234344,11.55,3.0,87.0,9.4,1005.3,
2013-03-10 00:15:00,1038.734967675346,11.5125,3.0,87.0,9.4,1005.35,
2013-03-10 00:30:00,964.3849224773244,11.475,3.0,87.0,9.4,1005.4,
2013-03-10 00:45:00,779.372691954023,11.4375,3.0,87.0,9.4,1005.45,
2013-03-10 01:00:00,710.9247645320197,11.4,3.0,87.0,9.4,1005.5,
2013-03-10 01:15:00,734.8317033730159,10.425,3.0,87.0,10.3,1005.425,
2013-03-10 01:30:00,669.3683082805536,9.45,3.0,87.0,11.2,1005.35,
2013-03-10 01:45:00,706.8503060755336,8.475,3.0,87.0,12.1,1005.275,
2013-03-10 02:00:00,760.0793601190476,7.5,3.0,87.0,13.0,1005.2,
2013-03-10 02:15:00,705.1966623141461,7.85,3.0,87.0,11.65,1005.15,
2013-03-10 02:30:00,698.9053265208381,8.2,3.0,87.0,10.3,1005.1,
2013-03-10 02:45:00,711.2613662835249,8.55,3.0,87.0,8.95,1005.05,
2013-03-10 03:00:00,469.3305060550082,8.9,3.0,87.0,7.6,1005.0,
2013-03-10 03:15:00,440.0010766763389,9.025,2.75,88.5,8.05,1005.0,
2013-03-10 03:30:00,471.0907540827975,9.15,2.5,90.0,8.5,1005.0,
2013-03-10 03:45:00,456.9092920401415,9.275,2.25,91.5,8.95,1005.0,
2013-03-10 04:00:00,444.813293416217,9.4,2.0,93.0,9.4,1005.0,
2013-03-10 04:15:00,446.96194940476187,9.95,2.0,93.0,9.85,1004.975,
2013-03-10 04:30:00,444.70721970443344,10.5,2.0,93.0,10.3,1004.95,
2013-03-10 04:45:00,528.7391617199391,11.05,2.0,93.0,10.75,1004.925,
2013-03-10 05:00:00,544.3755166783956,11.6,2.0,93.0,11.2,1004.9,
2013-03-10 05:15:00,566.3450888236573,11.7,2.0,93.0,11.2,1004.95,
2013-03-10 05:30:00,670.2434260204082,11.8,2.0,93.0,11.2,1005.0,
2013-03-10 05:45:00,725.617623051488,11.9,2.0,93.0,11.2,1005.05,
2013-03-10 06:00:00,681.4812311507935,12.0,2.0,93.0,11.2,1005.1,
2013-03-10 06:15:00,647.724244047619,12.175,2.0,93.0,11.2,1005.175,
2013-03-10 06:30:00,675.3813320666197,12.35,2.0,93.0,11.2,1005.25,
2013-03-10 06:45:00,585.5870588850837,12.525,2.0,93.0,11.2,1005.325,
2013-03-10 07:00:00,630.1900590663852,12.7,2.0,93.0,11.2,1005.4,
2013-03-10 07:15:00,674.3312175453516,12.725,2.0,93.0,12.1,1005.425,
2013-03-10 07:30:00,1217.2732326437424,12.75,2.0,93.0,13.0,1005.45,
2013-03-10 07:45:00,1042.7288691776137,12.775,2.0,93.0,13.9,1005.475,
2013-03-10 08:00:00,647.3238049886621,12.8,2.0,93.0,14.8,1005.5,
2013-03-10 08:15:00,475.10290809289233,12.825,2.0,93.0,14.8,1005.575,
2013-03-10 08:30:00,565.5395128424658,12.85,2.0,93.0,14.8,1005.65,
2013-03-10 08:45:00,618.6734012188209,12.875,2.0,93.0,14.8,1005.725,
2013-03-10 09:00:00,508.1709362889984,12.9,2.0,93.0,14.8,1005.8,
2013-03-10 09:15:00,680.9027489501871,13.8,2.25,91.5,15.25,1005.825,
2013-03-10 09:30:00,680.615515493623,14.7,2.5,90.0,15.7,1005.85,
2013-03-10 09:45:00,607.6844009353742,15.6,2.75,88.5,16.150000000000002,1005.875,
2013-03-10 10:00:00,490.1714454022989,16.5,3.0,87.0,16.6,1005.9,
2013-03-10 10:15:00,517.307870531075,15.3,3.0,85.5,17.575000000000003,1006.0,
2013-03-10 10:30:00,474.3639594388024,14.1,3.0,84.0,18.55,1006.1,
2013-03-10 10:45:00,461.7277382711705,12.9,3.0,82.5,19.525,1006.2,
2013-03-10 11:00:00,487.9618111453202,11.7,3.0,81.0,20.5,1006.3,
2013-03-10 11:15:00,514.6142944434159,12.675,3.0,81.0,19.975,1006.325,
2013-03-10 11:30:00,664.2180734126985,13.65,3.0,81.0,19.45,1006.35,
2013-03-10 11:45:00,990.4431449616376,14.625,3.0,81.0,18.925,1006.375,
2013-03-10 12:00:00,1901.384408489813,15.6,3.0,81.0,18.4,1006.4,
2013-03-10 12:15:00,2137.645297585764,14.575,3.0,81.0,18.925,1006.4,
2013-03-10 12:30:00,1060.133721823335,13.55,3.0,81.0,19.45,1006.4,
2013-03-10 12:45:00,898.6294057863029,12.525,3.0,81.0,19.975,1006.4,
2013-03-10 13:00:00,1588.8807004828568,11.5,3.0,81.0,20.5,1006.4,
2013-03-10 13:15:00,1361.6786622441623,11.525,2.75,82.5,19.975,1006.425,
2013-03-10 13:30:00,985.7258624545708,11.55,2.5,84.0,19.45,1006.45,
2013-03-10 13:45:00,1026.8300598540914,11.575,2.25,85.5,18.925,1006.475,
2013-03-10 14:00:00,1585.214284936617,11.6,2.0,87.0,18.4,1006.5,
2013-03-10 14:15:00,1000.3050009822092,11.225,2.0,87.0,18.4,1006.55,
2013-03-10 14:30:00,1280.2085391063674,10.85,2.0,87.0,18.4,1006.6,
2013-03-10 14:45:00,1298.909819527296,10.475,2.0,87.0,18.4,1006.65,
2013-03-10 15:00:00,1089.8025588436444,10.1,2.0,87.0,18.4,1006.7,
2013-03-10 15:15:00,1769.589150867933,11.025,2.0,85.25,18.4,1006.725,
2013-03-10 15:30:00,1008.26010303288,11.95,2.0,83.5,18.4,1006.75,
2013-03-10 15:45:00,1023.2499248477932,12.875,2.0,81.75,18.4,1006.775,
2013-03-10 16:00:00,1741.2029865343793,13.8,2.0,80.0,18.4,1006.8,
2013-03-10 16:15:00,1105.5973380104049,11.525,2.0,80.0,18.4,1006.875,
2013-03-10 16:30:00,1241.0494424536364,9.25,2.0,80.0,18.4,1006.95,
2013-03-10 16:45:00,1217.106204261796,6.975,2.0,80.0,18.4,1007.025,
2013-03-10 17:00:00,1471.731290249812,4.7,2.0,80.0,18.4,1007.1,
2013-03-10 17:15:00,1410.6230453738356,6.525,2.0,78.75,17.95,1007.15,
2013-03-10 17:30:00,1349.4161844635732,8.35,2.0,77.5,17.5,1007.2,
2013-03-10 17:45:00,1773.3403742723003,10.175,2.0,76.25,17.05,1007.25,
2013-03-10 18:00:00,1861.6001889583447,12.0,2.0,75.0,16.6,1007.3,
2013-03-10 18:15:00,1685.84146305935,9.8,2.0,75.0,16.150000000000002,1007.35,
2013-03-10 18:30:00,3663.235143497189,7.6,2.0,75.0,15.7,1007.4,
2013-03-10 18:45:00,1467.7162781039356,5.4,2.0,75.0,15.25,1007.45,
2013-03-10 19:00:00,1127.9668314596126,3.2,2.0,75.0,14.8,1007.5,
2013-03-10 19:15:00,1441.0637097582276,3.3000000000000003,1.75,76.25,15.25,1007.5,
2013-03-10 19:30:00,1391.8182203202773,3.4000000000000004,1.5,77.5,15.7,1007.5,
2013-03-10 19:45:00,1259.6599936195166,3.5,1.25,78.75,16.150000000000002,1007.5,
2013-03-10 20:00:00,1353.4997346841706,3.6,1.0,80.0,16.6,1007.5,
2013-03-10 20:15:00,1341.4652815789227,4.65,1.0,80.0,16.6,1007.525,
2013-03-10 20:30:00,1354.7865319388611,5.699999999999999,1.0,80.0,16.6,1007.55,
2013-03-10 20:45:00,1338.0475390174777,6.75,1.0,80.0,16.6,1007.575,
2013-03-10 21:00:00,1562.117992393854,7.8,1.0,80.0,16.6,1007.6,
2013-03-10 21:15:00,1382.320020409703,6.175,1.0,80.0,16.6,1007.675,
2013-03-10 21:30:00,1411.1399188798807,4.55,1.0,80.0,16.6,1007.75,
2013-03-10 21:45:00,1706.549499690525,2.925,1.0,80.0,16.6,1007.825,
2013-03-10 22:00:00,2013.1662635685552,1.3,1.0,80.0,16.6,1007.9,
2013-03-10 22:15:00,3661.09686604377,2.625,1.0,80.0,16.6,1007.825,
2013-03-10 22:30:00,2995.6738357765,3.95,1.0,80.0,16.6,1007.75,
2013-03-10 22:45:00,2405.0179157933444,5.275,1.0,80.0,16.6,1007.675,
2013-03-10 23:00:00,1767.6126295723957,6.6,1.0,80.0,16.6,1007.6,
2013-03-10 23:15:00,1000.756010180624,6.75,1.0,80.0,18.025,1007.575,
2013-03-10 23:30:00,911.1710889459664,6.9,1.0,80.0,19.450000000000003,1007.55,
2013-03-10 23:45:00,769.2019399483931,7.05,1.0,80.0,20.875,1007.525,
2013-03-11 00:00:00,737.2286557539683,7.199999999999999,1.0,80.0,22.3,1007.5,
2013-03-11 00:15:00,769.7763296459821,7.35,1.0,80.0,20.875,1007.525,
2013-03-11 00:30:00,687.1434962858706,7.5,1.0,80.0,19.450000000000003,1007.55,
2013-03-11 00:45:00,677.8908840012072,7.65,1.0,80.0,18.025,1007.575,
2013-03-11 01:00:00,780.1338495894909,7.8,1.0,80.0,16.6,1007.6,
2013-03-11 01:15:00,690.5052279299848,7.3,0.75,80.0,17.575000000000003,1007.55,
2013-03-11 01:30:00,754.2019570177496,6.8,0.5,80.0,18.55,1007.5,
2013-03-11 01:45:00,832.3620449961948,6.3,0.25,80.0,19.525,1007.45,
2013-03-11 02:00:00,1211.989390202703,5.8,0.0,80.0,20.5,1007.4,
2013-03-11 02:15:00,837.1732542276806,5.25,0.0,81.5,20.5,1007.375,
2013-03-11 02:30:00,843.9361499433106,4.7,0.0,83.0,20.5,1007.35,
2013-03-11 02:45:00,869.7373613656641,4.15,0.0,84.5,20.5,1007.325,
2013-03-11 03:00:00,915.307793367936,3.6,0.0,86.0,20.5,1007.3,
2013-03-11 03:15:00,805.6119142162652,3.65,0.0,84.5,20.5,1007.25,
2013-03-11 03:30:00,841.7616401643991,3.7,0.0,83.0,20.5,1007.2,
2013-03-11 03:45:00,581.9931576287199,3.75,0.0,81.5,20.5,1007.15,
2013-03-11 04:00:00,547.5999886796043,3.8,0.0,80.0,20.5,1007.1,
2013-03-11 04:15:00,601.7834946096254,3.175,0.0,80.0,19.975,1007.15,
2013-03-11 04:30:00,493.9957395357686,2.55,0.0,80.0,19.45,1007.2,
2013-03-11 04:45:00,511.6642077955611,1.925,0.0,80.0,18.925,1007.25,
2013-03-11 05:00:00,518.3777817194143,1.3,0.0,80.0,18.4,1007.3,
2013-03-11 05:15:00,559.777903348554,2.7,0.0,80.0,19.825,1007.3,
2013-03-11 05:30:00,596.384982665098,4.1000000000000005,0.0,80.0,21.25,1007.3,
2013-03-11 05:45:00,671.9264226598173,5.5,0.0,80.0,22.675,1007.3,
2013-03-11 06:00:00,716.6504899083196,6.9,0.0,80.0,24.1,1007.3,
2013-03-11 06:15:00,1404.3941165151157,5.825,0.0,78.5,22.675,1007.325,
2013-03-11 06:30:00,928.6538457365704,4.75,0.0,77.0,21.25,1007.35,
2013-03-11 06:45:00,1065.3177964973224,3.675,0.0,75.5,19.825,1007.375,
2013-03-11 07:00:00,844.0912478671873,2.6,0.0,74.0,18.4,1007.4,
2013-03-11 07:15:00,781.6042511415526,3.5,-0.25,75.5,19.825,1007.45,
2013-03-11 07:30:00,897.3465704054453,4.4,-0.5,77.0,21.25,1007.5,
2013-03-11 07:45:00,785.679515511377,5.300000000000001,-0.75,78.5,22.675,1007.55,
2013-03-11 08:00:00,1879.7156120164848,6.2,-1.0,80.0,24.1,1007.6,
2013-03-11 08:15:00,825.2001943978374,6.325,-0.75,77.25,24.55,1007.65,
2013-03-11 08:30:00,987.0448276158662,6.45,-0.5,74.5,25.0,1007.7,
2013-03-11 08:45:00,898.7497715502227,6.575,-0.25,71.75,25.45,1007.75,
2013-03-11 09:00:00,989.954706109865,6.7,0.0,69.0,25.9,1007.8,
2013-03-11 09:15:00,1075.4385580706962,6.825,0.0,70.25,25.9,1007.875,
2013-03-11 09:30:00,1522.1714433716477,6.95,0.0,71.5,25.9,1007.95,
2013-03-11 09:45:00,1191.3785118585563,7.075,0.0,72.75,25.9,1008.025,
2013-03-11 10:00:00,1050.5815221787134,7.2,0.0,74.0,25.9,1008.1,
2013-03-11 10:15:00,1457.4432918103312,7.375,-0.25,77.0,26.35,1008.125,
2013-03-11 10:30:00,780.3330133685895,7.550000000000001,-0.5,80.0,26.8,1008.15,
2013-03-11 10:45:00,930.8254455859968,7.725,-0.75,83.0,27.25,1008.175,
2013-03-11 11:00:00,1008.622721936834,7.9,-1.0,86.0,27.7,1008.2,
2013-03-11 11:15:00,978.057855430448,6.9,-0.75,83.0,27.25,1008.225,
2013-03-11 11:30:00,975.0592372526636,5.9,-0.5,80.0,26.8,1008.25,
2013-03-11 11:45:00,1035.106074482954,4.9,-0.25,77.0,26.35,1008.275,
2013-03-11 12:00:00,1038.7105035586426,3.9,0.0,74.0,25.9,1008.3,
2013-03-11 12:15:00,1145.9391588993176,5.175,-0.25,77.0,25.45,1008.275,
2013-03-11 12:30:00,896.1025335612557,6.449999999999999,-0.5,80.0,25.0,1008.25,
2013-03-11 12:45:00,1024.0888829268008,7.725,-0.75,83.0,24.55,1008.225,
2013-03-11 13:00:00,891.3230402948727,9.0,-1.0,86.0,24.1,1008.2,
2013-03-11 13:15:00,964.2797173382496,8.175,-1.0,83.0,25.9,1008.125,
2013-03-11 13:30:00,1132.9483129523496,7.35,-1.0,80.0,27.700000000000003,1008.05,
2013-03-11 13:45:00,1276.8440689470056,6.525,-1.0,77.0,29.5,1007.975,
2013-03-11 14:00:00,1014.0081140154692,5.7,-1.0,74.0,31.3,1007.9,
2013-03-11 14:15:00,1097.6943224284005,5.025,-0.75,71.5,31.3,1007.825,
2013-03-11 14:30:00,992.1046893579352,4.35,-0.5,69.0,31.3,1007.75,
2013-03-11 14:45:00,1359.8537958535417,3.675,-0.25,66.5,31.3,1007.675,
2013-03-11 15:00:00,909.5336486678004,3.0,0.0,64.0,31.3,1007.6,
2013-03-11 15:15:00,804.1821638186098,4.15,-0.25,66.5,30.4,1007.575,
2013-03-11 15:30:00,835.6584597911267,5.3,-0.5,69.0,29.5,1007.55,
2013-03-11 15:45:00,857.7591941609976,6.449999999999999,-0.75,71.5,28.6,1007.525,
2013-03-11 16:00:00,969.7022510949586,7.6,-1.0,74.0,27.7,1007.5,
2013-03-11 16:15:00,1487.104306122449,6.675,-1.0,74.0,26.8,1007.45,
2013-03-11 16:30:00,1833.570096938776,5.75,-1.0,74.0,25.9,1007.4,
2013-03-11 16:45:00,1359.1718289437397,4.824999999999999,-1.0,74.0,25.0,1007.35,
2013-03-11 17:00:00,1212.2883996365667,3.9,-1.0,74.0,24.1,1007.3,
2013-03-11 17:15:00,2718.1992565489145,4.325,-1.0,74.0,25.450000000000003,1007.35,
2013-03-11 17:30:00,2493.4592064881567,4.75,-1.0,74.0,26.8,1007.4,
2013-03-11 17:45:00,3162.031456343382,5.175,-1.0,74.0,28.15,1007.45,
2013-03-11 18:00:00,3426.1678083867423,5.6,-1.0,74.0,29.5,1007.5,
2013-03-11 18:15:00,2894.685532734369,5.35,-1.0,74.0,28.6,1007.65,
2013-03-11 18:30:00,1951.1026007420087,5.1,-1.0,74.0,27.7,1007.8,
2013-03-11 18:45:00,1928.070386196145,4.85,-1.0,74.0,26.8,1007.95,
2013-03-11 19:00:00,1916.257370243532,4.6,-1.0,74.0,25.9,1008.1,
2013-03-11 19:15:00,1816.2743796133395,5.35,-1.0,74.0,26.8,1008.15,
2013-03-11 19:30:00,2497.2228975851194,6.1,-1.0,74.0,27.7,1008.2,
2013-03-11 19:45:00,1907.80050708926,6.85,-1.0,74.0,28.6,1008.25,
2013-03-11 20:00:00,1773.4786941454663,7.6,-1.0,74.0,29.5,1008.3,
2013-03-11 20:15:00,3596.592546136448,7.225,-1.0,74.0,29.05,1008.3,
2013-03-11 20:30:00,3052.9816937793594,6.85,-1.0,74.0,28.6,1008.3,
2013-03-11 20:45:00,2806.326696971644,6.475,-1.0,74.0,28.15,1008.3,
2013-03-11 21:00:00,2377.132956536894,6.1,-1.0,74.0,27.7,1008.3,
2013-03-11 21:15:00,1551.548907439117,5.8,-1.0,74.0,26.8,1008.325,
2013-03-11 21:30:00,1943.2965328545804,5.5,-1.0,74.0,25.9,1008.35,
2013-03-11 21:45:00,4049.365065223235,5.2,-1.0,74.0,25.0,1008.375,
2013-03-11 22:00:00,2989.954475459267,4.9,-1.0,74.0,24.1,1008.4,
2013-03-11 22:15:00,2730.7674578883234,4.675000000000001,-1.25,75.5,24.55,1008.4,
2013-03-11 22:30:00,2187.3408503404626,4.45,-1.5,77.0,25.0,1008.4,
2013-03-11 22:45:00,1138.7910551573243,4.225,-1.75,78.5,25.45,1008.4,
2013-03-11 23:00:00,1140.2958258317026,4.0,-2.0,80.0,25.9,1008.4,
2013-03-11 23:15:00,1152.3620181683318,4.0625,-2.0,80.0,26.35,1008.425,
2013-03-11 23:30:00,1026.2249691832142,4.125,-2.0,80.0,26.8,1008.45,
2013-03-11 23:45:00,951.8845339451872,4.1875,-2.0,80.0,27.25,1008.475,
2013-03-12 00:00:00,936.668036241668,4.25,-2.0,80.0,27.7,1008.5,
2013-03-12 00:15:00,867.6069455238717,4.3125,-2.0,80.0,26.8,1008.45,
2013-03-12 00:30:00,909.4969017169212,4.375,-2.0,80.0,25.9,1008.4,
2013-03-12 00:45:00,928.7003665212636,4.4375,-2.0,80.0,25.0,1008.35,
2013-03-12 01:00:00,818.6223549008031,4.5,-2.0,80.0,24.1,1008.3,
2013-03-12 01:15:00,842.763398946782,4.975,-2.0,80.0,24.55,1008.25,
2013-03-12 01:30:00,853.8978802504855,5.45,-2.0,80.0,25.0,1008.2,
2013-03-12 01:45:00,870.3539863945579,5.925000000000001,-2.0,80.0,25.45,1008.15,
2013-03-12 02:00:00,865.3908100266362,6.4,-2.0,80.0,25.9,1008.1,
2013-03-12 02:15:00,840.3043398421853,6.550000000000001,-2.0,81.5,25.0,1008.05,
2013-03-12 02:30:00,896.0887712027379,6.7,-2.0,83.0,24.1,1008.0,
2013-03-12 02:45:00,761.7893627381515,6.85,-2.0,84.5,23.2,1007.95,
2013-03-12 03:00:00,603.3730953176934,7.0,-2.0,86.0,22.3,1007.9,
2013-03-12 03:15:00,508.53376084474894,6.775,-2.0,86.0,22.3,1007.875,
2013-03-12 03:30:00,464.88274527952615,6.55,-2.0,86.0,22.3,1007.85,
2013-03-12 03:45:00,438.3858633087939,6.324999999999999,-2.0,86.0,22.3,1007.825,
2013-03-12 04:00:00,473.1037306733104,6.1,-2.0,86.0,22.3,1007.8,
2013-03-12 04:15:00,462.9003082482993,5.65,-2.0,84.5,22.3,1007.85,
2013-03-12 04:30:00,419.4729911238468,5.199999999999999,-2.0,83.0,22.3,1007.9,
2013-03-12 04:45:00,542.7684106426632,4.75,-2.0,81.5,22.3,1007.95,
2013-03-12 05:00:00,592.6545192433136,4.3,-2.0,80.0,22.3,1008.0,
2013-03-12 05:15:00,516.4556061041997,3.825,-1.75,74.75,23.2,1008.1,
2013-03-12 05:30:00,658.3448098055246,3.35,-1.5,69.5,24.1,1008.2,
2013-03-12 05:45:00,689.5584469915821,2.875,-1.25,64.25,25.0,1008.3,
2013-03-12 06:00:00,723.5901686507937,2.4,-1.0,59.0,25.9,1008.4,
2013-03-12 06:15:00,1433.2260974091764,2.3,-1.0,59.0,25.45,1008.5,
2013-03-12 06:30:00,849.1393398621194,2.2,-1.0,59.0,25.0,1008.6,
2013-03-12 06:45:00,746.8690106234275,2.1,-1.0,59.0,24.55,1008.7,
2013-03-12 07:00:00,605.5977035865716,2.0,-1.0,59.0,24.1,1008.8,
2013-03-12 07:15:00,575.4971665517559,2.925,-1.0,58.0,24.55,1009.0,
2013-03-12 07:30:00,665.5827558921972,3.85,-1.0,57.0,25.0,1009.2,
2013-03-12 07:45:00,1251.1658004783185,4.775,-1.0,56.0,25.45,1009.4,
2013-03-12 08:00:00,681.3607241600175,5.7,-1.0,55.0,25.9,1009.6,
2013-03-12 08:15:00,722.5903516156463,6.125,-0.75,55.0,25.45,1009.675,
2013-03-12 08:30:00,852.6972841262077,6.550000000000001,-0.5,55.0,25.0,1009.75,
2013-03-12 08:45:00,801.8066885289504,6.9750000000000005,-0.25,55.0,24.55,1009.825,
2013-03-12 09:00:00,725.9180593859165,7.4,0.0,55.0,24.1,1009.9,
2013-03-12 09:15:00,923.5597868985494,7.25,0.0,55.0,25.450000000000003,1010.0,
2013-03-12 09:30:00,3025.5479753247373,7.1,0.0,55.0,26.8,1010.1,
2013-03-12 09:45:00,919.207662723651,6.95,0.0,55.0,28.15,1010.2,
2013-03-12 10:00:00,1677.194447324876,6.8,0.0,55.0,29.5,1010.3,
2013-03-12 10:15:00,831.3773330119504,6.525,0.25,53.0,29.5,1010.275,
2013-03-12 10:30:00,4323.381154750037,6.25,0.5,51.0,29.5,1010.25,
2013-03-12 10:45:00,1328.9669926042077,5.975,0.75,49.0,29.5,1010.225,
2013-03-12 11:00:00,874.2979957843896,5.7,1.0,47.0,29.5,1010.2,
2013-03-12 11:15:00,689.6505327862108,6.525,1.25,47.25,29.05,1010.175,
2013-03-12 11:30:00,885.2233829093282,7.35,1.5,47.5,28.6,1010.15,
2013-03-12 11:45:00,2215.733733962275,8.175,1.75,47.75,28.15,1010.125,
2013-03-12 12:00:00,2543.8515265945166,9.0,2.0,48.0,27.7,1010.1,
2013-03-12 12:15:00,4326.455600012525,8.125,2.0,47.0,27.25,1010.05,
2013-03-12 12:30:00,6012.999603245894,7.25,2.0,46.0,26.8,1010.0,
2013-03-12 12:45:00,2291.30660016603,6.375,2.0,45.0,26.35,1009.95,
2013-03-12 13:00:00,1382.6081863224526,5.5,2.0,44.0,25.9,1009.9,
2013-03-12 13:15:00,1222.612526091105,5.325,2.25,45.0,25.9,1009.825,
2013-03-12 13:30:00,928.512824443594,5.15,2.5,46.0,25.9,1009.75,
2013-03-12 13:45:00,1008.6792932247316,4.975,2.75,47.0,25.9,1009.675,
2013-03-12 14:00:00,850.1518590670626,4.8,3.0,48.0,25.9,1009.6,
2013-03-12 14:15:00,912.80829568545,3.725,3.0,48.0,25.9,1009.55,
2013-03-12 14:30:00,1094.806415851272,2.65,3.0,48.0,25.9,1009.5,
2013-03-12 14:45:00,893.9639620716607,1.5750000000000002,3.0,48.0,25.9,1009.45,
2013-03-12 15:00:00,887.4497357422946,0.5,3.0,48.0,25.9,1009.4,
2013-03-12 15:15:00,1020.9969542195256,0.75,3.25,47.25,25.0,1009.4,
2013-03-12 15:30:00,930.664166751512,1.0,3.5,46.5,24.1,1009.4,
2013-03-12 15:45:00,966.96744140807,1.25,3.75,45.75,23.2,1009.4,
2013-03-12 16:00:00,1032.2360927434283,1.5,4.0,45.0,22.3,1009.4,
2013-03-12 16:15:00,1048.9246989221365,1.65,3.75,46.75,21.85,1009.475,
2013-03-12 16:30:00,1043.5833289805216,1.8,3.5,48.5,21.4,1009.55,
2013-03-12 16:45:00,1135.462987978753,1.95,3.25,50.25,20.95,1009.625,
2013-03-12 17:00:00,1249.9784672389226,2.1,3.0,52.0,20.5,1009.7,
2013-03-12 17:15:00,2168.477134767424,3.0500000000000003,3.0,53.0,19.075,1009.775,
2013-03-12 17:30:00,1646.950439757867,4.0,3.0,54.0,17.65,1009.85,
2013-03-12 17:45:00,1410.6255693261755,4.95,3.0,55.0,16.225,1009.925,
2013-03-12 18:00:00,2706.883643240395,5.9,3.0,56.0,14.8,1010.0,
2013-03-12 18:15:00,1672.5943206064726,6.550000000000001,2.75,60.75,14.8,1010.0,
2013-03-12 18:30:00,2262.807904168837,7.2,2.5,65.5,14.8,1010.0,
2013-03-12 18:45:00,2592.817544217687,7.85,2.25,70.25,14.8,1010.0,
2013-03-12 19:00:00,1660.0898323800982,8.5,2.0,75.0,14.8,1010.0,
2013-03-12 19:15:00,1623.8608578439091,9.7,2.0,75.0,13.45,1010.025,
2013-03-12 19:30:00,3338.7032444027536,10.9,2.0,75.0,12.1,1010.05,
2013-03-12 19:45:00,3393.283507482993,12.1,2.0,75.0,10.75,1010.075,
2013-03-12 20:00:00,1755.3936164383565,13.3,2.0,75.0,9.4,1010.1,
2013-03-12 20:15:00,3402.629417419146,14.275,2.0,76.25,9.4,1010.15,
2013-03-12 20:30:00,1609.957928918152,15.25,2.0,77.5,9.4,1010.2,
2013-03-12 20:45:00,1523.96387498641,16.225,2.0,78.75,9.4,1010.25,
2013-03-12 21:00:00,1726.0374765981733,17.2,2.0,80.0,9.4,1010.3,
2013-03-12 21:15:00,2124.2653395767684,16.95,2.0,80.0,9.4,1010.275,
2013-03-12 21:30:00,1671.6346964021732,16.7,2.0,80.0,9.4,1010.25,
